,gameName,genre,reviewScore,playTime
1140,Castlevania Chronicles,Platform,70,6.32
1141,Demigod,Strategy,65,3.75
1142,Disney's Donald Duck: Goin' Quackers,Platform,68,4.7
1143,Fatal Frame III: The Tormented,Action,81,27.77
1144,Forza Horizon,Racing,84,41.27
1145,Frogger,Action,66,4.92
1146,Digimon World: Next Order,Action,78,87.83
1147,Super Ghouls 'n Ghosts,Platform,71,12.92
1148,Tales of Vesperia,Role-Playing,86,110.57
1149,The King of Fighters 2000,Fighting,74,2.57
1150,Wario: Master of Disguise,Platform,65,10.92
1151,Way of the Samurai 4,Action,67,23.12
1152,We Love Katamari,Puzzle,83,11.9
1153,de Blob,Platform,69,29.85
1154,Full Spectrum Warrior,Strategy,65,10.07
1155,Gran Turismo 5,Racing,79,44.45
1156,Kid Icarus,Platform,66,6.7
1157,NBA Jam,Sports,79,12.32
1158,Sphinx and the Cursed Mummy,Action,72,32.6
1159,Star Wars Episode III: Revenge of the Sith,Action,69,14.85
1160,Star Fox Command,Shooter,61,2.62
1161,Tekken 6,Fighting,75,15.1
1162,TimeSplitters: Future Perfect,Shooter,82,12.61
1163,Wii Play,Misc,61,3.85
1164,Romancing SaGa 2,Role-Playing,81,138.07
1165,Driver,Action,71,22.67
1166,Earth Defense Force: Insect Armageddon,Shooter,64,21.65
1167,Full Spectrum Warrior: Ten Hammers,Strategy,63,10.0
1168,Kingdom Hearts Re:coded,Role-Playing,61,32.0
1169,Naruto: Ultimate Ninja 3,Fighting,71,4.78
1170,Clive Barker's Jericho,Shooter,64,22.72
1171,Crackdown,Shooter,72,36.19
1172,Disgaea 3: Absence of Justice,Role-Playing,76,36.3
1173,TrackMania Turbo,Action,71,80.73
1174,Shadow Ops: Red Mercury,Shooter,59,5.58
1175,Football Manager 2014,Sports,82,532.7
1176,James Bond 007: Nightfire,Shooter,70,13.43
1177,Kirby: Canvas Curse,Platform,70,3.6
1178,Little King's Story,Strategy,81,24.1
1179,Mario vs. Donkey Kong,Puzzle,70,4.48
1180,Muv-Luv Alternative,Simulation,88,123.38
1181,Onimusha 3: Demon Siege,Action,78,23.87
1182,Praetorians,Strategy,64,15.98
1183,Puzzle Quest 2,Puzzle,66,73.18
1184,Ratatouille,Action,62,20.88
1185,Shin Megami Tensei II,Role-Playing,71,37.43
1186,Clock Tower 3,Adventure,64,6.28
1187,D,Adventure,57,3.32
1188,Final Fantasy VI Advance,Role-Playing,88,42.0
1189,Fuel,Racing,67,58.3
1190,Heavenly Sword,Action,69,6.83
1191,Virtua Fighter 2,Fighting,64,3.29
1192,Zack & Wiki: Quest for Barbaros' Treasure,Adventure,76,13.97
1193,The Sims 2: Castaway,Simulation,65,12.53
1194,Mortal Kombat: Armageddon,Fighting,71,15.3
1195,Perfect Dark Zero,Shooter,54,18.0
1196,PokéPark Wii: Pikachu's Adventure,Adventure,68,15.42
1197,Resident Evil Zero,Action,73,32.7
1198,Resistance 3,Shooter,79,8.13
1199,The SpongeBob SquarePants Movie,Platform,67,14.12
1200,The Warriors,Action,79,30.96
1201,Def Jam: Fight for NY,Fighting,80,6.4
1202,Kirby Air Ride,Racing,76,3.0
1203,Kirby's Dream Course,Sports,73,6.48
1204,Kuon,Adventure,75,8.88
1205,Command & Conquer: Red Alert,Strategy,81,27.17
1206,Croc: Legend of the Gobbos,Platform,64,5.03
1207,DarkStar One,Simulation,78,22.2
1208,Creeper World 3: Arc Eternal,Strategy,77,16.27
1209,Sengoku,Strategy,46,3.97
1210,SSX,Sports,72,22.71
1211,Suikoden IV,Role-Playing,66,30.07
1212,Tenchu: Wrath of Heaven,Action,74,9.18
1213,The Legend of Spyro: Dawn of the Dragon,Platform,67,35.97
1214,Thrillville: Off the Rails,Strategy,70,18.48
1215,Tom Clancy's Rainbow Six: Lockdown,Shooter,54,8.63
1216,Jet Force Gemini,Shooter,72,11.42
1217,Mario & Sonic at the Olympic Games,Sports,63,7.92
1218,Mario Power Tennis,Sports,74,3.5
1219,Medal of Honor: Rising Sun,Shooter,67,13.55
1220,Metal Slug XX,Shooter,72,5.13
1221,Pilotwings,Simulation,74,11.92
1222,Scribblenauts,Puzzle,68,9.1
1223,Age of Empires II: The Age of Kings,Strategy,85,85.97
1224,Army of Two: The 40th Day,Shooter,66,14.85
1225,Army of Two: The Devil's Cartel,Shooter,66,16.1
1226,Burnout Revenge,Racing,82,33.84
1227,Dragon Ball Z: Budokai Tenkaichi 2,Fighting,76,27.28
1228,Final Fantasy XI,Role-Playing,76,167.73
1229,Disgaea 5: Alliance of Vengeance,Role-Playing,82,92.97
1230,Digimon Story: Cyber Sleuth,Role-Playing,78,97.77
1231,Stronghold 3,Strategy,45,7.0
1232,Venetica,Role-Playing,65,59.67
1233,Football Manager 2013,Sports,81,567.23
1234,Klonoa 2: Lunatea's Veil,Platform,80,25.77
1235,Lunar 2: Eternal Blue Complete,Role-Playing,84,40.0
1236,MotorStorm,Racing,73,14.18
1237,Shadow Hearts: Covenant,Role-Playing,85,39.05
1238,Shining Force II,Strategy,84,50.98
1239,Blur,Racing,74,29.67
1240,Cars 2,Racing,64,25.09
1241,Baten Kaitos Origins,Role-Playing,80,39.92
1242,FIFA 15,Sports,70,359.95
1243,Football Manager 2015,Simulation,83,443.57
1244,Criminal Girls: Invite Only,Role-Playing,72,27.02
1245,X-Men Legends,Role-Playing,75,18.28
1246,Guitar Hero II,Misc,81,17.33
1247,Gunstar Heroes,Shooter,80,10.33
1248,Mario Golf,Action,74,14.9
1249,Mike Tyson's Punch-Out!!,Fighting,77,8.13
1250,Princess Maker 2,Simulation,71,6.15
1251,Pro Evolution Soccer 2013,Sports,74,195.5
1252,Runaway: A Twist of Fate,Adventure,73,6.93
1253,Shadows of the Damned,Action,74,34.88
1254,SimCity 2000,Simulation,76,55.33
1255,Call of Juarez: The Cartel,Shooter,51,21.12
1256,Dragon's Dogma,Role-Playing,81,110.76
1257,Guitar Hero,Misc,79,12.62
1258,MotoGP 15,Racing,67,24.0
1259,Escape Dead Island,Action,51,25.61
1260,Skylanders: Spyro's Adventure,Action,67,46.55
1261,Spider-Man: Friend or Foe,Action,65,31.4
1262,Syphon Filter 2,Shooter,78,16.07
1263,The Lord of the Rings: The Fellowship of the Ring,Action,60,11.1
1264,World in Conflict,Strategy,79,11.87
1265,The Wonderful 101,Action,80,16.83
1266,GT Legends,Racing,64,16.92
1267,Knights of Honor,Strategy,80,10.83
1268,Mario Party 9,Misc,61,5.25
1269,MDK,Shooter,71,4.63
1270,Mega Man X: Command Mission,Role-Playing,70,21.63
1271,Mega Man ZX,Platform,76,9.43
1272,Monster Hunter,Role-Playing,64,50.9
1273,Onimusha 2: Samurai's Destiny,Adventure,75,9.38
1274,Panzer Dragoon Orta,Shooter,81,9.97
1275,Code of Princess,Action,59,4.72
1276,Diablo II: Lord of Destruction,Role-Playing,89,18.35
1277,Dies Irae: Amantes Amentes,Action,73,62.5
1278,Onechanbara Z2: Chaos,Action,64,12.37
1279,Threads of Fate,Role-Playing,73,14.68
1280,X-Men Legends II: Rise of Apocalypse,Role-Playing,79,43.23
1281,Yaiba: Ninja Gaiden Z,Action,56,18.27
1282,Truck Racer,Racing,40,12.05
1283,Mario & Sonic at the London 2012 Olympic Games,Sports,67,7.42
1284,Mario Party 10,Misc,56,3.82
1285,Shin Megami Tensei: Persona 3,Role-Playing,89,228.93
1286,Silent Hill HD Collection,Action,68,41.86
1287,SimCity,Simulation,64,26.25
1288,Super Mario Advance,Platform,73,2.95
1289,Teenage Mutant Ninja Turtles,Action,62,4.0
1290,Fatal Fury 2,Fighting,66,2.55
1291,Fear Effect,Action,66,7.0
1292,Freedom Fighters,Shooter,77,16.03
1293,Insecticide,Action,48,3.82
1294,Klonoa: Empire of Dreams,Platform,71,5.92
1295,Mortal Kombat: Deadly Alliance,Fighting,68,16.68
1296,Naruto Shippuden: Ultimate Ninja Storm Generations,Fighting,68,11.63
1297,Odin Sphere,Role-Playing,80,79.25
1298,Puzzle Kingdoms,Puzzle,63,19.53
1299,Beyond Oasis,Role-Playing,76,17.8
1300,Disney's Tarzan,Platform,68,7.57
1301,Dragon Ball Z: Budokai,Fighting,69,6.95
1302,Saint Seiya: Soldiers' Soul,Fighting,70,47.7
1303,Tom Clancy's EndWar,Strategy,64,31.77
1304,Viewtiful Joe 2,Action,74,7.85
1305,Warcraft II: Tides of Darkness,Strategy,81,21.37
1306,Yoshi's Cookie,Puzzle,61,4.5
1307,Mechanic Escape,Platform,53,4.25
1308,Need for Speed: Hot Pursuit 2,Racing,76,22.07
1309,Nightmare Creatures,Action,61,13.77
1310,Ratchet & Clank: Full Frontal Assault,Adventure,63,5.13
1311,Sacred 2: Fallen Angel,Role-Playing,66,74.31
1312,Section 8,Shooter,50,6.22
1313,Sonic Riders: Zero Gravity,Racing,70,5.41
1314,Star Wars: Bounty Hunter,Shooter,70,19.02
1315,Divinity II: The Dragon Knight Saga,Role-Playing,77,88.07
1316,Drill Dozer,Platform,75,5.13
1317,El Shaddai: Ascension of the Metatron,Action,68,25.15
1318,Forbidden Siren 2,Action,71,17.0
1319,Forza Motorsport,Racing,68,80.0
1320,Forza Motorsport 3,Racing,79,36.98
1321,Gex,Platform,62,5.78
1322,Illusion of Gaia,Role-Playing,79,13.15
1323,Marc Ecko's Getting Up: Contents Under Pressure,Action,73,22.67
1324,Ace Combat 04: Shattered Skies,Simulation,82,4.43
1325,Ar tonelico: Melody of Elemia,Role-Playing,80,32.02
1326,Arc the Lad,Role-Playing,71,11.25
1327,Breath of Fire: Dragon Quarter,Role-Playing,71,25.62
1328,Condemned 2: Bloodshot,Action,68,17.72
1329,Atelier Sophie: The Alchemist of the Mysterious Book,Role-Playing,75,69.45
1330,NBA 2K15,Sports,73,193.23
1331,Mario vs. Donkey Kong: Tipping Stars,Puzzle,59,2.77
1332,Trapped Dead,Strategy,51,10.28
1333,Virtua Tennis 4,Sports,75,23.78
1334,Yakuza 2,Adventure,84,39.35
1335,Zone of the Enders: The 2nd Runner,Simulation,80,25.93
1336,Road & Track Presents: The Need for Speed,Racing,65,2.75
1337,F1 2013,Racing,72,98.8
1338,Mario Tennis: Power Tour,Sports,78,5.75
1339,Mega Man & Bass,Platform,70,10.42
1340,Ninja Gaiden Black,Action,87,26.92
1341,Radiata Stories,Role-Playing,80,31.9
1342,Shrek 2,Platform,64,10.92
1343,Splatterhouse,Action,70,4.35
1344,SpongeBob SquarePants: Battle for Bikini Bottom,Platform,78,17.65
1345,Syndicate,Shooter,67,18.63
1346,The Sly Collection,Platform,83,24.43
1347,Crackdown 2,Shooter,61,19.96
1348,Cyberia,Action,72,4.72
1349,Damnation,Shooter,44,16.5
1350,de Blob 2,Platform,69,72.01
1351,Destroy All Humans! 2,Action,73,23.29
1352,Dungeon Keeper 2,Action,83,18.35
1353,GoldenEye: Rogue Agent,Shooter,56,10.15
1354,Gradius,Shooter,66,4.78
1355,Impossible Creatures,Strategy,71,9.43
1356,Assault Suit Leynos,Shooter,67,4.61
1357,Stranger of Sword City,Role-Playing,67,55.62
1358,FIFA 16,Sports,66,240.64
1359,Omega Quintet,Role-Playing,60,70.23
1360,Yoshi,Puzzle,57,2.07
1361,Evolve,Shooter,55,14.92
1362,Samurai Shodown II,Fighting,71,2.6
1363,Silent Hunter: Wolves of the Pacific,Simulation,80,84.05
1364,Spider-Man: Edge of Time,Action,64,28.7
1365,The Operative: No One Lives Forever,Shooter,81,13.0
1366,Treasure Hunter G,Role-Playing,73,23.32
1367,Mario vs. Donkey Kong 2: March of the Minis,Puzzle,68,4.85
1368,Mega Man ZX Advent,Platform,75,8.98
1369,Midnight Club: Los Angeles,Racing,75,43.37
1370,Mortal Kombat vs. DC Universe,Fighting,61,8.66
1371,Re-Volt,Racing,73,6.1
1372,Rock Band,Misc,81,32.72
1373,Forsaken,Shooter,71,9.93
1374,Forza Motorsport 4,Racing,83,30.27
1375,Fragile Dreams: Farewell Ruins of the Moon,Role-Playing,69,13.0
1376,Klonoa 2: Dream Champ Tournament,Platform,69,8.8
1377,Call of Duty: Finest Hour,Shooter,60,13.1
1378,Captain America: Super Soldier,Action,65,19.14
1379,Legend of Kay Anniversary,Action,65,50.51
1380,World of Warcraft: Wrath of the Lich King,Role-Playing,89,180.75
1381,Endless Ocean,Adventure,70,16.42
1382,Gran Turismo 6,Racing,81,44.47
1383,Ben 10 Ultimate Alien: Cosmic Destruction,Platform,64,27.99
1384,Teenage Mutant Ninja Turtles III: The Manhattan Project,Action,74,2.33
1385,Beautiful Katamari,Puzzle,73,8.23
1386,Angry Birds,Puzzle,67,10.53
1387,Captain Rainbow,Adventure,70,8.88
1388,Mercenaries 2: World in Flames,Shooter,64,48.69
1389,Juiced 2: Hot Import Nights,Racing,63,47.03
1390,IL-2 Sturmovik: Cliffs of Dover,Simulation,30,10.42
1391,World of Warcraft: Legion,Role-Playing,82,42.32
1392,The Beatles: Rock Band,Misc,82,15.71
1393,Metal Slug Anthology,Shooter,81,22.51
1394,Disney Universe,Action,63,31.43
1395,Drakengard 2,Role-Playing,61,17.9
1396,Naruto Shippuden: Ultimate Ninja 4,Fighting,72,8.88
1397,3D Dot Game Heroes,Role-Playing,75,15.88
1398,Unlimited Saga,Role-Playing,73,29.33
1399,SSX Tricky,Sports,85,10.92
1400,Kameo: Elements of Power,Action,70,18.37
1401,Ceville,Action,68,9.0
1402,Suikoden Tactics,Strategy,62,36.13
1403,Teenage Mutant Ninja Turtles II: Back from the Sewers,Action,63,2.3
1404,Rune Factory: Tides of Destiny,Role-Playing,77,107.96
1405,Blackthorne,Action,69,13.04
1406,The Matrix: Path of Neo,Action,71,19.14
1407,htoL#NiQ: The Firefly Diary,Platform,57,6.8
1408,New Super Luigi U,Platform,77,4.65
1409,Puppeteer,Platform,77,9.77
1410,Pirates of the Caribbean: At World's End,Action,59,24.93
1411,Xevious,Shooter,56,3.13
1412,Jak X: Combat Racing,Racing,72,32.9
1413,Turok,Action,60,22.86
1414,Majesty 2: The Fantasy Kingdom Sim,Simulation,76,13.87
1415,The Incredibles,Action,61,15.9
1416,Manhunt 2,Action,69,26.28
1417,Harry Potter and the Goblet of Fire,Action,55,14.12
1418,Tony Hawk's American Wasteland,Sports,75,30.97
1419,NBA 2K14,Sports,72,140.18
1420,Puzzler World,Puzzle,63,8.35
1421,Mercenaries: Playground of Destruction,Action,78,32.92
1422,Ar tonelico Qoga: Knell of Ar Ciel,Role-Playing,70,31.28
1423,Forza Motorsport 5,Racing,76,50.78
1424,Kung Fu Panda,Action,63,20.85
1425,Red Steel,Shooter,59,8.45
1426,Spyro: A Hero's Tail,Platform,62,8.87
1427,Empire: Total War,Strategy,73,22.17
1428,Sonic Boom: Rise of Lyric,Action,39,7.83
1429,NBA 2K10,Sports,69,62.08
1430,Star Ocean: The Second Story,Role-Playing,83,34.0
1431,Ben 10: Alien Force,Action,62,15.85
1432,Super Bomberman 3,Puzzle,78,2.57
1433,The Darkness,Shooter,72,25.99
1434,Yakuza: Dead Souls,Shooter,69,13.82
1435,Final Fantasy Crystal Chronicles: The Crystal Bearers,Action,67,10.83
1436,Front Mission: Gun Hazard,Role-Playing,78,17.62
1437,Act of Aggression,Strategy,70,11.57
1438,Transformers: Devastation,Action,72,28.55
1439,Football Manager 2016,Simulation,78,308.93
1440,Plants vs. Zombies: Garden Warfare,Shooter,73,35.17
1441,The Revenge of Shinobi,Platform,71,4.11
1442,Corpse Party: Book of Shadows,Adventure,67,12.5
1443,Wing Commander III: Heart of the Tiger,Action,78,11.48
1444,OutRun 2006: Coast 2 Coast,Racing,78,14.12
1445,Nights of Azure,Action,64,46.17
1446,Sonic Mega Collection Plus,Misc,77,12.57
1447,Darkstone,Role-Playing,64,12.58
1448,BlazBlue: Chrono Phantasma Extend,Action,77,48.86
1449,James Bond 007: Everything or Nothing,Shooter,73,10.95
1450,Mana Khemia: Alchemists of Al-Revis,Role-Playing,81,46.5
1451,Finding Nemo,Action,53,6.27
1452,Croc 2,Platform,68,9.6
1453,Grandia III,Role-Playing,68,118.13
1454,Red Steel 2,Shooter,74,8.3
1455,Nitroplus Blasterz: Heroines Infinite Duel,Fighting,67,3.04
1456,Puzzle Quest: Galactrix,Puzzle,55,14.92
1457,Folklore,Role-Playing,72,15.32
1458,GrimGrimoire,Strategy,68,28.42
1459,World of Warcraft: The Burning Crusade,Role-Playing,86,85.5
1460,Universe at War: Earth Assault,Action,65,14.7
1461,Midnight Club 3: DUB Edition Remix,Racing,82,40.87
1462,Ogre Battle 64: Person of Lordly Caliber,Role-Playing,75,124.92
1463,Area 51,Shooter,68,13.92
1464,Alien Hominid,Shooter,71,2.32
1465,Armored Core 4,Simulation,78,20.23
1466,Pro Evolution Soccer 2014,Action,58,37.87
1467,Trauma Center: New Blood,Simulation,78,10.48
1468,Wet,Shooter,61,13.37
1469,Medal of Honor: European Assault,Shooter,70,22.75
1470,Nightshade,Action,78,12.82
1471,Jak and Daxter: The Lost Frontier,Platform,60,6.93
1472,Link's Crossbow Training,Shooter,62,2.49
1473,Calling,Adventure,62,10.38
1474,Tom Clancy's Rainbow Six,Shooter,72,12.87
1475,Crazy Machines,Puzzle,71,5.97
1476,Tekken Tag Tournament,Fighting,79,3.86
1477,F-Zero: GP Legend,Racing,68,3.6
1478,The Thing,Adventure,67,13.61
1479,Ty the Tasmanian Tiger 2: Bush Rescue,Platform,71,23.07
1480,Test Drive Unlimited,Racing,77,55.1
1481,Rock Band 2,Misc,86,26.97
1482,Naruto: Ultimate Ninja,Fighting,64,6.63
1483,Haze,Shooter,50,6.45
1484,Stranglehold,Shooter,67,18.41
1485,Tony Hawk's Project 8,Sports,70,36.49
1486,Secret Files 2: Puritas Cordis,Adventure,72,8.8
1487,Lost Kingdoms,Role-Playing,72,6.0
1488,Crusader: No Remorse,Adventure,68,16.08
1489,Too Human,Role-Playing,57,40.57
1490,Mario Paint,Misc,75,10.73
1491,The Urbz: Sims in the City,Simulation,70,16.67
1492,World of Warcraft: Cataclysm,Role-Playing,76,217.05
1493,Mario Strikers Charged,Sports,75,10.58
1494,Jumping Flash!,Platform,69,3.61
1495,Brave: The Video Game,Action,66,27.35
1496,Wii Party,Misc,73,5.18
1497,The Walking Dead: Survival Instinct,Shooter,49,21.96
1498,The Legend of the Mystical Ninja,Adventure,73,8.97
1499,Street Fighter IV,Fighting,77,9.49
1500,NBA 2K11,Action,81,139.0
1501,Cursed Mountain,Adventure,65,16.85
1502,SSX 3,Sports,82,46.88
1503,Command & Conquer: Tiberian Sun,Strategy,77,23.62
1504,Indiana Jones and the Emperor's Tomb,Action,71,33.92
1505,Balloon Fight,Platform,63,2.32
1506,Spyro: Enter the Dragonfly,Platform,53,8.65
1507,Football Manager 2012,Sports,78,531.5
1508,WWE SmackDown vs. Raw 2011,Fighting,70,88.06
1509,Infinite Undiscovery,Role-Playing,71,54.83
1510,Stuntman: Ignition,Racing,70,22.73
1511,Urban Chaos,Action,68,15.0
1512,Fear Effect 2: Retro Helix,Action,72,10.0
1513,Burnout Dominator,Racing,74,14.87
1514,Blinx: The Time Sweeper,Platform,56,20.18
1515,TMNT,Action,58,21.3
1516,Cossacks: European Wars,Strategy,71,38.33
1517,Wii Music,Misc,51,4.98
1518,Battlefield 1942,Shooter,78,7.77
1519,PowerSlave,Shooter,80,11.23
1520,Mega Man Battle Network 2,Action,78,17.25
1521,Clock Tower II: The Struggle Within,Adventure,43,3.67
1522,Tenchu: Shadow Assassins,Action,73,9.58
1523,LocoRoco 2,Platform,73,12.08
1524,Pure,Racing,72,29.35
1525,Ice Climber,Platform,52,6.57
1526,Rock Band 3,Misc,85,27.56
1527,Warcraft: Orcs & Humans,Strategy,71,14.47
1528,Disaster: Day of Crisis,Action,72,9.75
1529,Disgaea D2: A Brighter Darkness,Role-Playing,79,26.25
1530,Romance of the Three Kingdoms IV: Wall of Fire,Strategy,77,16.0
1531,Sacra Terra: Angelic Night,Puzzle,71,3.73
1532,Family Guy: Back to the Multiverse,Action,62,17.14
1533,Rooms: The Main Building,Adventure,56,3.32
1534,Baroque,Role-Playing,67,10.33
1535,Katamari Forever,Puzzle,80,10.65
1536,Stunt Race FX,Racing,65,3.35
1537,Okage: Shadow King,Role-Playing,72,51.67
1538,Bugs Bunny & Taz: Time Busters,Adventure,77,11.8
1539,Madagascar,Platform,62,11.38
1540,FIFA 12,Sports,71,328.73
1541,Alter Ego,Simulation,58,8.87
1542,Descent,Shooter,76,13.67
1543,Front Mission,Strategy,81,21.8
1544,FIFA: Road to World Cup 98,Sports,72,28.67
1545,Ace Combat 5: The Unsung War,Simulation,84,14.5
1546,Pitfall: The Mayan Adventure,Platform,69,5.63
1547,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,68,16.75
1548,One Piece: Pirate Warriors 2,Action,70,17.07
1549,Ace Combat Zero: The Belkan War,Simulation,84,4.53
1550,Ace Combat 6: Fires of Liberation,Simulation,74,16.55
1551,God Eater 2,Role-Playing,71,8.6
1552,True Crime: Streets of LA,Action,64,17.35
1553,Samurai Western,Action,77,4.15
1554,Dynasty Warriors 8: Empires,Action,70,40.5
1555,Harvest Moon: Magical Melody,Simulation,78,23.98
1556,Bookworm Deluxe,Puzzle,54,3.18
1557,Captain Morgane and the Golden Turtle,Adventure,59,17.65
1558,Bejeweled Twist,Puzzle,50,3.5
1559,Dragon Ball Z: Sagas,Fighting,55,21.85
1560,Mario Sports Mix,Sports,69,6.62
1561,Heart of Darkness,Platform,74,6.45
1562,The Legend of Spyro: The Eternal Night,Platform,56,14.1
1563,Castlevania Judgment,Fighting,59,5.35
1564,Off-Road Drive,Racing,0,7.0
1565,Black & White,Strategy,73,16.42
1566,Wrecking Crew,Platform,57,15.33
1567,WWE SmackDown vs. Raw 2010,Fighting,72,56.23
1568,Need for Speed III: Hot Pursuit,Racing,76,12.15
1569,Mortal Kombat: Deception,Fighting,75,5.08
1570,Forza Motorsport 2,Racing,78,49.67
1571,The Lost Vikings,Puzzle,73,20.23
1572,Star Ocean,Role-Playing,73,21.22
1573,Gungrave,Shooter,67,2.25
1574,Blast Corps,Action,68,16.43
1575,Way of the Samurai 3,Action,69,19.07
1576,Burnout,Racing,66,8.6
1577,Alien Trilogy,Shooter,67,10.0
1578,The Punisher,Action,74,19.57
1579,Siren: Blood Curse,Action,65,11.25
1580,Battle Fantasia,Fighting,58,2.9
1581,King's Field: The Ancient City,Role-Playing,82,26.37
1582,Goosebumps: The Game,Adventure,56,12.85
1583,Road Rash,Racing,78,5.68
1584,Tekken Tag Tournament 2,Fighting,79,6.85
1585,Guitar Hero Live,Misc,72,21.27
1586,Harry Potter and the Deathly Hallows - Part 2,Action,57,18.24
1587,Hyperdimension Neptunia,Role-Playing,63,36.9
1588,Turok: Evolution,Shooter,60,14.77
1589,Psychedelica of the Black Butterfly,Action,78,7.0
1590,Terminator Salvation,Shooter,46,12.86
1591,Ecco: The Tides of Time,Adventure,71,3.62
1592,Twisted Metal 2,Racing,79,11.22
1593,F1 2010,Racing,72,142.77
1594,Grandia Xtreme,Role-Playing,67,40.97
1595,Green Lantern: Rise of the Manhunters,Action,56,17.88
1596,Ape Escape 3,Platform,81,12.27
1597,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Role-Playing,68,9.88
1598,World of Warcraft: Mists of Pandaria,Role-Playing,76,127.97
1599,Mario Super Sluggers,Sports,75,10.02
1600,Romancing SaGa,Role-Playing,75,39.5
1601,Port Royale 2,Strategy,77,23.0
1602,Guardian Heroes,Role-Playing,77,7.48
1603,Luxor 3,Puzzle,68,7.13
1604,Ghost Rider,Action,59,4.5
1605,Guitar Hero: Aerosmith,Misc,65,26.02
1606,Oni,Action,66,20.23
1607,Forza Motorsport 6,Racing,81,51.9
1608,Neverwinter Nights,Role-Playing,77,53.0
1609,God of War: Origins Collection,Action,79,12.18
1610,The Next BIG Thing,Adventure,68,6.3
1611,Battlefield 2: Modern Combat,Shooter,70,12.82
1612,Skylanders: Trap Team,Action,72,46.18
1613,Majin and the Forsaken Kingdom,Adventure,76,28.15
1614,Rayman Raving Rabbids 2,Misc,57,10.5
1615,WRC 5: FIA World Rally Championship,Sports,56,44.15
1616,Twisted Metal,Action,68,5.12
1617,Mana Khemia 2: Fall of Alchemy,Role-Playing,72,39.25
1618,FIFA Street 2,Sports,74,21.52
1619,Wizardry: Tale of the Forsaken Land,Role-Playing,77,41.88
1620,Dragon Ball Z: Infinite World,Fighting,72,12.93
1621,Tetris Attack,Puzzle,83,2.82
1622,Disaster Report,Action,69,5.45
1623,Dead or Alive 3,Fighting,75,2.33
1624,WWE 2K14,Sports,76,19.3
1625,Tony Hawk's Proving Ground,Sports,63,16.15
1626,Naruto: Rise of a Ninja,Action,73,9.43
1627,Stormrise,Strategy,43,22.0
1628,Dragon Ball: Raging Blast 2,Fighting,70,20.38
1629,Heavy Fire: Afghanistan,Shooter,47,8.33
1630,Endless Ocean: Blue World,Simulation,81,14.02
1631,Worms 3D,Strategy,70,33.67
1632,The Legend of Spyro: A New Beginning,Platform,59,17.85
1633,Toukiden Kiwami,Action,73,92.02
1634,Arc Rise Fantasia,Role-Playing,78,52.33
1635,Zone of the Enders HD Collection,Simulation,76,21.69
1636,Mahjong,Misc,70,15.35
1637,Dual Hearts,Role-Playing,78,15.8
1638,Armored Core 2,Simulation,73,10.63
1639,Intelligent Qube,Puzzle,73,6.37
1640,Urban Reign,Action,75,8.67
1641,The Da Vinci Code,Action,60,17.51
1642,MotorStorm: Apocalypse,Racing,74,7.3
1643,Mugen Souls,Role-Playing,59,43.17
1644,Eternal Ring,Role-Playing,61,28.01
1645,Batman Begins,Action,69,7.63
1646,Chaos Legion,Action,64,25.27
1647,Disney Infinity,Action,64,51.35
1648,Max & the Magic Marker,Platform,63,2.73
1649,Sega Superstars Tennis,Sports,62,22.54
1650,ESPN NFL 2K5,Sports,75,9.5
1651,Battalion Wars,Strategy,77,8.15
1652,A Bug's Life,Platform,64,3.92
1653,The Movies,Simulation,72,29.13
1654,Metal Gear Solid: The Legacy Collection,Adventure,91,71.77
1655,White Knight Chronicles II,Role-Playing,72,39.12
1656,Animal Crossing: Amiibo Festival,Misc,43,7.98
1657,Star Wars Racer Revenge,Racing,65,10.14
1658,Pro Evolution Soccer 2012,Action,72,42.0
1659,Pitfall: The Lost Expedition,Platform,71,18.6
1660,NHL 12,Sports,76,47.5
1661,Tokyo Jungle,Action,71,15.22
1662,Shadowrun,Role-Playing,78,15.52
1663,Tenchu: Fatal Shadows,Action,77,5.57
1664,Grand Kingdom,Role-Playing,73,23.53
1665,The Sims 2: Pets,Simulation,66,25.17
1666,Pac-Man World 3,Platform,63,8.25
1667,Pandemonium 2,Platform,62,5.4
1668,Puzzler World 2,Puzzle,66,19.67
1669,Cold War,Shooter,46,7.27
1670,Shining Force EXA,Role-Playing,70,41.52
1671,Tony Hawk's Downhill Jam,Sports,58,20.0
1672,Age of Mythology,Strategy,81,16.83
1673,Disgaea 4: A Promise Unforgotten,Role-Playing,83,37.72
1674,NBA 2K12,Sports,77,279.5
1675,Enchanted Arms,Role-Playing,67,52.78
1676,Air Conflicts: Secret Wars,Simulation,59,15.78
1677,The Lord of the Rings: Aragorn's Quest,Action,59,13.5
1678,Driver 2,Action,76,16.0
1679,Guitar Hero: Metallica,Misc,77,29.21
1680,Armored Core V,Simulation,73,24.5
1681,WWE SmackDown! vs. Raw,Fighting,73,9.47
1682,Dokapon Kingdom,Role-Playing,74,40.53
1683,Freelancer,Simulation,84,15.93
1684,Tales of Destiny 2,Role-Playing,75,35.07
1685,Midnight Club 3: DUB Edition,Racing,81,20.65
1686,Burnout 2: Point of Impact,Racing,76,10.65
1687,Musashi: Samurai Legend,Role-Playing,66,15.83
1688,Fight Night Round 3,Fighting,69,32.13
