,gameName,genre,reviewScore,playTime
2235,Trivial Pursuit,Misc,66,3.02
2236,NHL 2004,Sports,81,30.0
2237,Battlefield 2142,Shooter,75,13.62
2238,Arslan: The Warriors of Legend,Action,68,26.01
2239,Cake Mania,Puzzle,68,4.6
2240,Coraline,Action,47,6.12
2241,SpongeBob SquarePants: SuperSponge,Action,51,3.0
2242,Super Monkey Ball Deluxe,Misc,75,4.15
2243,Final Fantasy Type-0,Role-Playing,70,54.15
2244,Dynasty Warriors 5: Xtreme Legends,Action,77,9.0
2245,Grabbed by the Ghoulies,Action,62,6.2
2246,Robert Ludlum's The Bourne Conspiracy,Action,67,12.23
2247,Tsugunai: Atonement,Role-Playing,83,21.88
2248,Night Warriors: Darkstalkers' Revenge,Fighting,73,2.5
2249,Dynasty Warriors: Gundam 2,Action,79,40.0
2250,Bolt,Adventure,55,28.39
2251,PlayStation Move Heroes,Platform,56,6.87
2252,Darkstalkers 3,Fighting,79,2.45
2253,Hellboy: The Science of Evil,Action,42,16.28
2254,The Settlers,Action,75,42.75
2255,MLB 08: The Show,Sports,80,10.0
2256,NCAA Football 14,Sports,82,25.88
2257,NHL 06,Sports,68,35.0
2258,Puzzler Collection,Puzzle,0,13.3
2259,Dragon Ball Z: Burst Limit,Fighting,65,11.27
2260,I-Ninja,Platform,70,7.58
2261,Escape from Bug Island,Action,48,6.82
2262,MotoGP 14,Racing,72,33.45
2263,Go Vacation,Misc,74,30.0
2264,Cross Edge,Role-Playing,64,49.83
2265,Young Justice: Legacy,Action,53,24.15
2266,Monsters vs. Aliens,Action,61,31.12
2267,Rocky,Fighting,55,9.37
2268,Cabela's Outdoor Adventures,Sports,60,7.0
2269,Naruto: The Broken Bond,Action,75,16.58
2270,Agatha Christie: Evil Under the Sun,Adventure,62,18.75
2271,Rogue Ops,Action,0,8.0
2272,Firefighter F.D.18,Action,77,7.0
2273,Colin McRae Rally 3,Racing,76,16.55
2274,Dead or Alive 4,Fighting,72,4.77
2275,Cars: Race-O-Rama,Racing,53,13.75
2276,Ben 10 Alien Force: Vilgax Attacks,Action,69,17.65
2277,Secret Agent Clank,Platform,64,7.83
2278,Mystery Case Files: The Malgrave Incident,Adventure,58,8.28
2279,Gauntlet: Seven Sorrows,Role-Playing,62,14.97
2280,Hot Wheels: Beat That!,Racing,55,15.0
2281,Heavenly Guardian,Shooter,53,3.38
2282,Lost: Via Domus,Action,48,16.08
2283,Fallout: Brotherhood of Steel,Role-Playing,57,8.13
2284,"SpongeBob SquarePants: Lights, Camera, Pants!",Misc,67,12.85
2285,SpongeBob SquarePants: Revenge of the Flying Dutchman,Platform,59,6.62
2286,Aggressive Inline,Sports,68,5.78
2287,Breakdown,Adventure,68,19.09
2288,Pictionary: Ultimate Edition,Misc,50,4.0
2289,NBA Live 08,Sports,62,30.0
2290,Martian Gothic: Unification,Adventure,65,7.75
2291,15 Days,Adventure,47,7.27
2292,FIFA Soccer 96,Sports,53,10.0
2293,Warhammer: Battle March,Strategy,64,34.47
2294,Kung Fu Panda: Legendary Warriors,Action,60,2.17
2295,Disney's Extreme Skate Adventure,Sports,70,7.92
2296,Majin Tensei,Role-Playing,43,33.33
2297,MySims Agents,Adventure,65,9.25
2298,MySims Kingdom,Simulation,65,11.17
2299,Far Cry Instincts,Shooter,65,20.02
2300,NCAA Football 10,Sports,68,30.0
2301,NBA Live 06,Sports,61,75.0
2302,Summon Night 6: Lost Borders,Action,80,65.0
2303,Big Mutha Truckers 2,Racing,65,20.0
2304,Last Rebellion,Role-Playing,46,12.33
2305,Desire,Adventure,68,4.55
2306,The Chronicles of Narnia: Prince Caspian,Action,54,26.83
2307,"Monsters, Inc.",Adventure,57,4.33
2308,Barbie as the Princess and the Pauper,Adventure,100,2.5
2309,Power Rangers: Super Legends,Action,64,15.13
2310,Guitar Hero: Warriors of Rock,Misc,77,24.94
2311,Tiger Woods PGA Tour 14,Sports,90,44.83
2312,Club Penguin: Game Day!,Sports,60,9.0
2313,Tiger Woods PGA Tour 10,Sports,76,12.0
2314,Star Trek: Legacy,Simulation,61,9.55
2315,Dog's Life,Adventure,70,6.7
2316,Dance Central,Misc,76,9.23
2317,Dance Central 2,Misc,76,10.35
2318,Madden NFL 25,Sports,71,68.28
2319,Transformers,Shooter,76,12.02
2320,Ribbit King,Sports,76,8.42
2321,Arthur and the Invisibles,Adventure,68,10.0
2322,Army Men: Sarge's War,Shooter,64,7.47
2323,Opoona,Role-Playing,63,27.9
2324,Ridge Racer V,Action,52,4.38
2325,LEGO Rock Band,Misc,70,26.47
2326,Dungeon Siege: Throne of Agony,Role-Playing,69,9.62
2327,Super Robot Taisen Z,Strategy,83,60.0
2328,Rise of Nations: Rise of Legends,Strategy,74,30.33
2329,Touhou Genso Rondo: Bullet Ballet,Shooter,58,3.0
2330,Football Manager 2005,Sports,68,63.33
2331,Raven Squad: Operation Hidden Dagger,Shooter,38,11.05
2332,Lifeline,Adventure,33,12.28
2333,Call of Duty: Modern Warfare Trilogy,Shooter,85,24.58
2334,Armored Core: Nexus,Simulation,76,8.13
2335,EA Sports UFC,Sports,71,22.56
2336,Wing Commander IV: The Price of Freedom,Simulation,82,11.32
2337,Devil Kings,Action,71,16.58
2338,Moto Racer 2,Racing,67,3.55
2339,Starhawk,Action,66,5.5
2340,ATV Offroad Fury 2,Racing,70,15.0
2341,Gran Turismo 5 Prologue,Racing,72,11.78
2342,NBA Street V3,Sports,78,14.5
2343,Darkstalkers Resurrection,Fighting,69,5.3
2344,Mobile Suit Gundam: Federation vs. Zeon,Simulation,75,11.1
2345,Bratz: Rock Angelz,Misc,54,4.5
2346,Puss in Boots,Action,51,7.0
2347,Rock Revolution,Misc,33,5.0
2348,Wallace & Gromit in Project Zoo,Platform,62,8.5
2349,Transformers: Cybertron Adventures,Action,70,2.97
2350,Barnyard,Action,67,30.25
2351,Sega Rally 2006,Racing,70,3.0
2352,Chameleon,Puzzle,70,10.18
2353,Fugitive Hunter: War on Terror,Shooter,39,6.04
2354,Harvey Birdman: Attorney at Law,Adventure,70,7.61
2355,Looney Tunes: Acme Arsenal,Action,58,6.82
2356,Afro Samurai,Action,63,14.58
2357,Rockstar Games presents Table Tennis,Sports,67,4.27
2358,Hot Wheels: Stunt Track Challenge,Racing,63,8.75
2359,Agatha Christie: And Then There Were None,Adventure,68,6.82
2360,Colin McRae Rally 2005,Racing,75,14.83
2361,Pariah,Action,60,4.27
2362,Generator Rex: Agent of Providence,Action,55,8.33
2363,Surf's Up,Sports,61,4.28
2364,Age of Empires III: The Asian Dynasties,Strategy,80,10.07
2365,Terminator 3: Rise of the Machines,Action,36,3.5
2366,The Last Airbender,Action,42,5.0
2367,Just Dance 2016,Misc,62,3.0
2368,Monster Rancher 3,Simulation,77,19.85
2369,Monster Rancher EVO,Role-Playing,70,36.1
2370,La Pucelle: Tactics,Role-Playing,73,34.33
2371,Dead to Rights II,Shooter,59,14.9
2372,CSI: Hard Evidence,Adventure,53,12.62
2373,Worms 2,Strategy,77,10.73
2374,Monster House,Adventure,51,2.75
2375,Sword Art Online: Hollow Fragment,Role-Playing,71,60.0
2376,Catz,Simulation,52,20.0
2377,Enemy Territory: Quake Wars,Shooter,69,28.45
2378,Under the Skin,Action,58,3.65
2379,Populous: The Beginning,Strategy,74,23.53
2380,NCAA Football 11,Sports,76,40.0
2381,Rugrats: Royal Ransom,Platform,66,7.0
2382,Marvel Avengers: Battle for Earth,Action,46,3.98
2383,Ghost Squad,Shooter,68,2.1
2384,Code Lyoko: Quest for Infinity,Action,63,7.0
2385,Fracture,Shooter,53,14.11
2386,Ninjabread Man,Action,17,2.62
2387,Neo Contra,Shooter,59,2.88
2388,One Piece: Unlimited Adventure,Adventure,78,28.77
2389,Bujingai: The Forsaken City,Fighting,65,6.53
2390,Mobile Suit Gundam: Encounters in Space,Simulation,66,5.75
2391,Phantom Brave: We Meet Again,Role-Playing,82,41.32
2392,Rock Band 4,Misc,79,29.02
2393,Atelier Shallie: Alchemists of the Dusk Sea,Role-Playing,80,28.08
2394,Batman: Rise of Sin Tzu,Action,62,6.1
2395,Valhalla Knights: Eldar Saga,Role-Playing,67,30.58
2396,Legends of Wrestling,Fighting,51,6.45
2397,Madden NFL 10,Sports,74,43.67
2398,Ridge Racer 6,Racing,69,9.52
2399,Wii Fit U,Sports,66,2.0
2400,Airline Tycoon,Simulation,54,11.47
2401,SingStar '80s,Misc,76,4.0
2402,Monster Jam,Racing,58,4.7
2403,Kinect Star Wars,Action,50,4.97
2404,Fight Night Round 4,Fighting,78,16.05
2405,Pinball Hall of Fame: The Williams Collection,Misc,80,15.27
2406,Battle Engine Aquila,Shooter,57,13.62
2407,Wrestle Kingdom,Fighting,0,6.02
2408,Blitz: The League II,Sports,82,30.17
2409,Happy Feet,Action,40,4.53
2410,Shadow of Rome,Action,77,19.28
2411,Magic Pengel: The Quest for Color,Role-Playing,70,14.33
2412,Yager,Shooter,90,11.0
2413,Cabela's Big Game Hunter,Sports,53,10.0
2414,Hot Shots Tennis,Sports,70,11.26
2415,Evil Dead: Regeneration,Action,71,12.49
2416,Army Men: Soldiers of Misfortune,Shooter,45,5.07
2417,International Superstar Soccer,Sports,77,16.13
2418,Battlefield Vietnam,Shooter,73,16.33
2419,Alvin and the Chipmunks,Misc,45,2.0
2420,Dynasty Warriors 3: Xtreme Legends,Action,76,5.43
2421,Toy Soldiers: War Chest,Action,60,20.0
2422,Dynasty Warriors: Gundam 3,Action,76,72.48
2423,Tom Clancy's Ghost Recon: Jungle Storm,Shooter,83,13.67
2424,Gradius V,Shooter,87,9.13
2425,ATV Offroad Fury,Racing,70,4.08
2426,Beat Down: Fists of Vengeance,Action,63,8.95
2427,Predator: Concrete Jungle,Action,65,12.65
2428,Turning Point: Fall of Liberty,Shooter,45,13.25
2429,Mission: Impossible - Operation Surma,Platform,56,9.08
2430,Star Wars: Super Bombad Racing,Racing,57,3.23
2431,Tom Clancy's Rainbow Six: Rogue Spear,Shooter,69,13.68
2432,Smash Court Tennis Pro Tournament 2,Sports,62,10.15
2433,State of Emergency 2,Shooter,35,4.55
2434,Dave Mirra Freestyle BMX 2,Sports,65,8.0
2435,Robots,Action,55,14.09
2436,SingStar Dance,Misc,70,4.0
2437,The Spiderwick Chronicles,Action,60,11.62
2438,Amplitude,Misc,67,5.27
2439,Frogger's Adventures: The Rescue,Platform,58,3.0
2440,The Sum of All Fears,Shooter,58,3.57
2441,Test Drive 6,Racing,59,14.17
2442,Megamind: Ultimate Showdown,Action,45,4.77
2443,4x4 EVO 2,Racing,70,10.0
2444,Monster Rancher 4,Simulation,79,35.0
2445,Just Dance,Misc,58,2.7
2446,Bust-A-Bloc,Puzzle,20,2.27
2447,Madden NFL 2003,Sports,74,6.0
2448,Fable: The Journey,Role-Playing,69,8.75
2449,Dragon Ball: Revenge of King Piccolo,Action,68,7.98
2450,Ford Racing 2,Racing,62,7.63
2451,Invizimals: The Lost Kingdom,Action,53,7.5
2452,NASCAR 2005: Chase for the Cup,Racing,76,36.5
2453,Dragon Blade: Wrath of Fire,Action,27,6.17
2454,Mobile Suit Gundam: Journey to Jaburo,Simulation,59,7.22
2455,The Fast and the Furious,Racing,55,6.7
2456,Afrika,Adventure,63,20.35
2457,Fist of the North Star: Ken's Rage,Action,65,30.77
2458,Fade to Black,Action,70,10.0
2459,Hannah Montana: Spotlight World Tour,Action,40,4.62
2460,Looney Tunes: Back in Action,Platform,55,5.28
2461,UFC Undisputed 3,Action,81,26.23
2462,The King of Fighters XI,Fighting,77,3.05
2463,Haven: Call of the King,Platform,56,9.02
2464,Cabela's North American Adventures,Sports,65,8.5
2465,The Last Guy,Action,60,7.33
2466,World Heroes Anthology,Fighting,73,3.0
2467,Natural Doctrine,Role-Playing,65,62.0
2468,Kung Fu Panda 2,Action,54,4.75
2469,Legend of the Guardians: The Owls of Ga'Hoole,Action,63,6.0
2470,Extreme Pinball,Misc,50,3.52
2471,Terminator 3: The Redemption,Shooter,73,7.4
2472,CSI: 3 Dimensions of Murder,Adventure,57,5.5
2473,Tom and Jerry in Fists of Furry,Fighting,75,5.0
2474,Disney's Planes,Simulation,52,8.63
2475,CSI: Crime Scene Investigation,Adventure,63,4.37
2476,"Warhammer 40,000: Fire Warrior",Shooter,49,14.82
2477,Torneko no Daibouken: Fushigi no Dungeon,Role-Playing,76,17.3
2478,Metal Saga,Role-Playing,65,32.93
2479,NBA Live 2004,Sports,72,30.0
2480,NBA Street,Sports,76,8.38
2481,Hellgate: London,Role-Playing,63,32.13
2482,The Princess and the Frog,Platform,35,4.0
2483,NES Remix,Action,73,7.93
2484,Nicktoons: Attack of the Toybots,Platform,54,7.0
2485,Warhawk,Simulation,74,236.67
2486,NCAA Football 08,Sports,78,46.0
2487,NCAA Football 09,Sports,80,46.33
2488,Forever Kingdom,Role-Playing,55,9.38
2489,NCAA Football 12,Sports,77,57.0
2490,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Action,40,8.0
2491,Monster Hunter 2,Role-Playing,82,63.2
2492,Littlest Pet Shop,Simulation,40,3.12
2493,Syphon Filter: The Omega Strain,Shooter,54,11.07
2494,Ghost Pirates of Vooju Island,Adventure,68,6.6
2495,NCAA Football 2004,Sports,82,20.0
2496,Warriors Orochi 3,Action,75,54.18
2497,WWF SmackDown! Just Bring It,Fighting,61,2.47
2498,Conan,Action,58,12.87
2499,MotoGP 2,Racing,73,6.83
2500,SpongeBob's Truth or Square,Action,63,14.93
2501,Untold Legends: Dark Kingdom,Role-Playing,61,12.43
2502,Conduit 2,Shooter,71,6.33
2503,Silpheed: The Lost Planet,Shooter,65,2.43
2504,Tigger's Honey Hunt,Platform,61,4.0
2505,Kessen III,Strategy,83,29.42
2506,Alfa Romeo Racing Italiano,Racing,73,19.72
2507,SingStar,Misc,70,2.0
2508,Prehistorik Man,Platform,61,2.87
2509,Dark Parables: The Exiled Prince,Puzzle,67,3.95
2510,Gladius,Strategy,78,30.52
2511,Yu-Gi-Oh! 5D's Wheelie Breakers,Racing,47,3.0
2512,Pharaoh,Strategy,79,59.85
2513,Transformers: Dark of the Moon,Action,62,11.69
2514,18 Wheels of Steel: Extreme Trucker,Racing,55,11.15
2515,McDROID,Strategy,70,7.4
2516,X-Men: Next Dimension,Fighting,46,2.5
2517,Neverwinter Nights 2: Mask of the Betrayer,Role-Playing,84,16.0
2518,Romance of the Three Kingdoms X,Strategy,83,15.17
2519,Professor Heinz Wolff's Gravity,Puzzle,50,2.0
2520,All-Pro Football 2K8,Sports,66,12.0
2521,Kinect Sports: Season Two,Sports,64,4.55
2522,Dance Dance Revolution X,Simulation,72,6.5
2523,LEGO Racers,Racing,69,3.13
2524,Cars: Mater-National Championship,Racing,65,21.27
2525,The Polar Express,Adventure,45,7.0
2526,Order Up!,Misc,65,5.07
2527,Alter Echo,Shooter,63,5.95
2528,The Secret Saturdays: Beasts of the 5th Sun,Action,70,4.0
2529,Full Auto,Shooter,63,5.5
2530,Battle Princess of Arcadias,Role-Playing,66,11.13
2531,Golden Axe: Beast Rider,Action,47,12.95
2532,MySims SkyHeroes,Action,45,6.0
2533,Destroy All Humans! Path of the Furon,Action,56,22.37
2534,Formula One 2001,Racing,66,4.37
2535,Football Manager 2007,Sports,69,149.5
2536,Destroy All Humans! Big Willy Unleashed,Action,43,7.25
2537,The Great Escape,Action,61,17.22
2538,NHL 98,Sports,70,20.0
2539,M&M's Kart Racing,Racing,33,2.47
2540,Raving Rabbids: Travel in Time,Adventure,46,5.18
2541,Tropico 4: Modern Times,Strategy,78,24.28
2542,Piglet's Big Game,Platform,37,7.17
2543,Samurai Champloo: Sidetracked,Action,65,7.32
2544,Ride,Racing,74,46.27
2545,Romance of the Three Kingdoms XI,Strategy,80,37.0
2546,Spawn: Armageddon,Action,56,17.83
2547,Amped 3,Sports,74,7.15
2548,Wing Commander: Prophecy,Simulation,78,17.95
2549,Zombie Hunters 2,Action,70,4.5
2550,Hannah Montana: The Movie,Adventure,35,12.11
2551,Atelier Totori: The Adventurer of Arland,Role-Playing,76,23.32
2552,WWE Crush Hour,Racing,50,3.52
2553,Shaun White Snowboarding,Sports,60,4.0
2554,Shaun White Skateboarding,Sports,58,21.15
2555,Looney Tunes: Sheep Raider,Platform,76,8.33
2556,Shining Resonance,Role-Playing,65,36.82
2557,Makai Kingdom: Chronicles of the Sacred Tome,Role-Playing,76,26.43
2558,Robot Alchemic Drive,Action,75,12.62
2559,NASCAR Thunder 2002,Racing,63,15.0
2560,Backyard Basketball,Sports,55,12.0
2561,Saw II: Flesh & Blood,Action,65,16.53
2562,Mobil 1 Rally Championship,Racing,60,8.42
2563,Everybody Dance,Misc,50,4.18
2564,SpongeBob's Atlantis SquarePantis,Action,63,9.5
2565,Your Shape: Fitness Evolved 2012,Sports,65,7.52
2566,Mobile Suit Gundam: Crossfire,Simulation,60,9.18
2567,Mobile Suit Gundam: Zeonic Front,Simulation,65,5.1
2568,Scene It? Bright Lights! Big Screen!,Misc,57,2.0
2569,Aeon Flux,Action,73,6.45
2570,Scene It? Box Office Smash,Misc,72,2.03
2571,NFL Street 2,Sports,82,15.0
2572,Beowulf: The Game,Action,41,27.17
2573,Scooby-Doo! Unmasked,Platform,63,5.48
2574,Scooby-Doo! Mystery Mayhem,Action,64,6.25
2575,Shox,Racing,53,4.17
2576,UFC 2009 Undisputed,Fighting,73,16.6
2577,The Ant Bully,Platform,50,3.93
2578,Blade II,Action,30,8.0
2579,The King of Fighters XII,Fighting,49,3.63
2580,Apache: Air Assault,Simulation,67,18.5
2581,Fairytale Fights,Action,72,21.08
2582,Superman Returns,Action,34,14.8
2583,Pro Rally,Racing,30,7.3
2584,Colin McRae Rally 04,Racing,73,9.55
2585,Zatch Bell! Mamodo Battles,Fighting,62,20.0
2586,Superman: Shadow of Apokolips,Action,47,3.97
2587,Inazuma Eleven Strikers 2012 Xtreme,Role-Playing,55,4.83
2588,IL-2 Sturmovik,Simulation,64,16.5
2589,Just Dance 2014,Misc,71,29.62
2590,Dead or Alive 5,Fighting,70,7.5
2591,Judge Dredd,Platform,69,3.75
2592,Monster Madness: Battle for Suburbia,Shooter,50,14.42
2593,Stuart Little 3: Big Photo Adventure,Platform,61,4.62
2594,Flipnic: Ultimate Pinball,Misc,60,8.8
2595,Rollcage Stage II,Racing,78,2.98
2596,Dragon Rage,Shooter,45,3.83
2597,Tokyo Twilight Ghost Hunters,Role-Playing,59,14.85
2598,Backyard Soccer,Sports,60,5.0
2599,Jumper: Griffin's Story,Action,30,9.07
2600,Backyard Wrestling: Don't Try This at Home,Fighting,50,3.5
2601,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,Action,53,4.0
2602,Top Spin 2,Sports,64,11.0
2603,F1 2001,Racing,65,5.0
2604,MLB 16: The Show,Action,82,38.9
2605,Shiren the Wanderer,Role-Playing,70,13.5
2606,SimCity Societies,Simulation,53,30.0
2607,Bentley's Hackpack,Misc,63,6.0
2608,Family Game Night 4: The Game Show,Misc,10,3.0
2609,The Hardy Boys: The Hidden Theft,Adventure,70,7.13
2610,NBA 2K7,Sports,63,16.18
2611,Funky Barn,Simulation,0,4.77
2612,Street Racer,Racing,62,2.0
2613,Empire Earth II,Strategy,75,16.25
2614,Disgaea 3: Absence of Detention,Role-Playing,78,43.18
2615,Ashes Cricket 2009,Sports,69,30.25
2616,CSI: Dark Motives,Adventure,55,6.5
2617,uDraw Studio: Instant Artist,Misc,53,7.87
2618,Quake III: Revolution,Shooter,74,9.58
2619,CSI: Deadly Intent,Adventure,51,13.62
2620,Romance of the Three Kingdoms VII,Strategy,80,7.92
2621,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,Platform,78,4.95
2622,Romance of the Three Kingdoms VIII,Strategy,78,20.02
2623,SD Gundam G Generation World,Strategy,83,60.0
2624,Worms 4: Mayhem,Strategy,76,9.47
2625,Melty Blood: Act Cadenza,Fighting,73,2.5
2626,Global Defence Force,Shooter,78,18.62
2627,Despicable Me: The Game,Platform,60,4.0
2628,NBA Live 10,Sports,72,10.0
2629,NBA Live 2003,Sports,74,55.0
2630,Stretch Panic,Platform,49,4.23
2631,NHL 2005,Sports,70,25.0
2632,Zoids Assault,Strategy,70,11.0
2633,NBA Street Homecourt,Sports,71,16.0
2634,Warhammer: Shadow of the Horned Rat,Strategy,62,8.85
2635,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,55,21.73
2636,Farm Frenzy,Strategy,74,8.6
2637,Disney's Brother Bear,Action,63,2.93
2638,Ford Racing,Racing,55,5.0
2639,NCAA Football 07,Sports,74,40.92
2640,MorphX,Shooter,64,14.9
2641,The Tale of Despereaux,Platform,40,4.0
2642,Herdy Gerdy,Adventure,61,12.72
2643,Babysitting Mama,Simulation,70,5.93
2644,Dream Chronicles,Adventure,70,3.63
2645,SSX Blur,Sports,52,10.0
2646,UEFA Champions League 2006-2007,Sports,65,6.0
2647,RC Revenge Pro,Racing,70,2.45
2648,One Piece: Grand Battle!,Fighting,65,4.67
2649,Ghost in the Shell: Stand Alone Complex,Adventure,64,6.57
2650,Princess Isabella: A Witch's Curse,Adventure,60,2.35
2651,R-Type Final,Shooter,68,2.27
2652,Cate West: The Vanishing Files,Adventure,58,12.0
2653,Guilty Gear XX Accent Core,Fighting,83,2.78
2654,Reel Fishing III,Sports,70,2.87
2655,Lotus Challenge,Racing,45,2.85
2656,Thrillville,Strategy,65,5.43
2657,Style Savvy,Simulation,81,12.73
2658,Rumble Roses XX,Fighting,40,10.0
2659,Total Immersion Racing,Racing,58,22.22
2660,Driving Emotion Type-S,Racing,43,4.62
2661,Catwoman,Action,56,12.0
2662,Astro Boy: The Video Game,Action,55,6.25
2663,Sub Rebellion,Simulation,60,5.67
2664,Infernal: Hell's Vengeance,Shooter,40,7.0
2665,Fatal Inertia,Racing,0,12.5
2666,Athens 2004,Sports,45,9.18
2667,Mayhem 3D,Racing,62,10.88
2668,Luxor: Pharaoh's Challenge,Puzzle,55,11.45
2669,Buffy the Vampire Slayer,Action,71,7.3
2670,Buffy the Vampire Slayer: Chaos Bleeds,Action,60,9.68
2671,NBA 2K2,Sports,73,4.0
2672,Kelly Slater's Pro Surfer,Sports,67,15.0
2673,Kengo: Master of Bushido,Fighting,40,8.5
2674,Guitar Hero: Van Halen,Misc,65,12.58
2675,Fate/Unlimited Codes,Fighting,68,2.0
2676,The Treasures of Montezuma,Puzzle,0,3.85
2677,College Hoops 2K7,Sports,70,12.0
2678,Tiger Woods PGA Tour 09,Sports,72,50.0
2679,Def Jam Rapstar,Misc,70,9.5
2680,Man vs. Wild,Action,45,3.87
2681,Tiger Woods PGA Tour 13,Sports,70,7.48
2682,Powerdrome,Racing,60,3.6
2683,Duel Masters,Strategy,69,7.0
2684,Taiko no Tatsujin: Waku Waku Anime Matsuri,Misc,50,5.32
2685,Tiger Woods PGA Tour 11,Sports,77,12.0
2686,Mat Hoffman's Pro BMX 2,Sports,60,8.63
2687,Bust-A-Move Bash!,Puzzle,65,3.43
2688,Spyborgs,Action,50,5.95
2689,ESPN NFL Football,Sports,50,30.0
2690,The Smurfs 2,Platform,53,7.0
2691,Uru: Ages Beyond Myst,Adventure,71,14.6
2692,Time Commando,Action,71,4.42
2693,Neopets: The Darkest Faerie,Adventure,63,24.37
2694,Hidden Mysteries: Vampire Secrets,Adventure,53,2.83
2695,Zoo Hospital,Simulation,40,5.0
2696,Tiger Woods PGA Tour 2004,Sports,89,30.0
2697,Sengoku Basara: Samurai Heroes,Action,78,19.2
2698,Garfield: Lasagna World Tour,Action,50,3.67
2699,InuYasha: Feudal Combat,Fighting,57,8.28
2700,Arcade Zone,Misc,65,2.0
2701,The Eye of Judgment,Misc,60,20.42
2702,Rumble Racing,Racing,70,5.5
2703,BlazBlue: Continuum Shift,Fighting,80,31.15
2704,Digimon All-Star Rumble,Fighting,47,3.87
2705,The Mummy Returns,Action,60,4.75
2706,The Munchables,Action,61,4.88
2707,Art of Fighting Anthology,Fighting,77,3.83
2708,SingStar Queen,Misc,70,2.0
2709,Dementium II,Shooter,69,4.73
2710,Island Xtreme Stunts,Action,65,2.45
2711,Yu Yu Hakusho: Dark Tournament,Fighting,38,3.08
2712,Bratz: Forever Diamondz,Adventure,77,5.0
2713,The Nightmare of Druaga: Fushigino Dungeon,Role-Playing,70,21.25
2714,Hakuoki: Stories of the Shinsengumi,Adventure,72,6.08
2715,Where the Wild Things Are,Platform,62,8.73
2716,HSX HyperSonic.Xtreme,Racing,70,4.08
2717,Fight Night 2004,Fighting,71,5.33
2718,Bleach: Shattered Blade,Fighting,56,2.75
2719,Whirl Tour,Sports,40,3.53
2720,Kinectimals,Simulation,62,6.25
2721,Fight Night Round 2,Fighting,74,15.0
2722,Dance Dance Revolution Universe 2,Simulation,63,8.0
2723,Seek and Destroy,Racing,64,2.7
2724,Dance Dance Revolution Universe 3,Simulation,75,8.0
2725,Chicken Shoot,Action,50,3.35
2726,Test Drive: Eve of Destruction,Racing,83,13.8
2727,Tank! Tank! Tank!,Action,57,5.85
2728,Legoland,Action,66,5.2
2729,Corvette,Racing,44,6.67
2730,Monster Trucks Mayhem,Racing,70,2.58
2731,Ocean Commander,Simulation,50,3.0
2732,Godzilla: Save the Earth,Fighting,66,4.82
2733,Jeep Thrills,Racing,50,3.0
2734,MLB Power Pros 2008,Sports,80,4.42
2735,Heroes of the Pacific,Simulation,64,25.07
2736,Rise of Nations,Strategy,78,16.35
2737,Leisure Suit Larry: Box Office Bust,Adventure,23,10.0
2738,The Powerpuff Girls: Relish Rampage,Action,60,4.0
2739,Magic: The Gathering - Battlegrounds,Strategy,58,14.0
2740,Pirates: Legend of the Black Buccaneer,Adventure,65,8.55
2741,Sengoku Basara 4: Sumeragi,Action,100,30.0
2742,NHL 16,Sports,72,70.65
2743,Hot Shots Golf 2,Sports,64,20.0
2744,Medieval Moves: Deadmund's Quest,Action,60,7.53
2745,MX vs. ATV Supercross,Racing,45,16.5
2746,MLB 14: The Show,Sports,79,42.33
2747,NHL 13,Sports,79,19.0
2748,Elements of Destruction,Strategy,0,3.0
2749,Tokyo Xtreme Racer 3,Racing,50,23.3
2750,NHL 2001,Sports,78,2.0
2751,NHL 2002,Sports,72,71.33
2752,Tokimeki Memorial 2,Simulation,90,10.08
2753,Heatseeker,Action,63,9.75
2754,Ape Escape: Pumped & Primed,Misc,60,5.25
2755,American Chopper,Racing,54,7.25
2756,MindJack,Shooter,27,14.55
2757,Jackie Chan Adventures: Legend of the Dark Hand,Action,70,4.33
2758,WinBack 2: Project Poseidon,Shooter,10,10.9
2759,Destruction Derby 2,Racing,78,6.5
2760,Cake Mania 3,Simulation,70,10.0
2761,Vietcong: Purple Haze,Shooter,72,14.48
2762,McFarlane's Evil Prophecy,Action,0,8.97
2763,Shaman King: Power of Spirit,Adventure,59,8.78
2764,Mystic Heroes,Action,67,6.15
2765,Help Wanted: 50 Wacky Jobs,Simulation,63,8.37
2766,Dynasty Warriors 6,Action,64,46.51
2767,Dropship: United Peace Force,Simulation,50,12.8
2768,Clash of the Titans,Action,58,26.37
2769,The Shoot,Shooter,53,2.83
2770,Tak: The Great Juju Challenge,Platform,50,5.0
2771,Samurai Jack: The Shadow of Aku,Action,67,5.5
2772,Shellshock,Action,55,8.0
2773,Samurai Shodown Anthology,Fighting,83,4.0
2774,"Sharin no Kuni, Himawari no Shoujo",Adventure,76,27.0
2775,The History Channel: Civil War - A Nation Divided,Shooter,52,19.5
2776,Real Heroes: Firefighter,Action,60,5.02
2777,NFL Street 3,Sports,80,5.18
2778,The House of the Dead 2 & 3 Return,Shooter,70,15.57
2779,Lost in Blue: Shipwrecked,Adventure,0,16.0
2780,Anubis II,Platform,15,2.0
2781,Ruff Trigger: The Vanocore Conspiracy,Platform,43,6.27
